CENT,TR,5.31752665467989e-05
TRN,AHN,0.0034195642
ICe,PRNc,0.014592168
ORBm,DP,0.0182591554
LAV,COAp,0.0005875311
VCO,POST,0.0014827559
FRP,SSp-ul,0.3214931482
IP,PP,5.54029109813242e-05
VISp,SNr,0.0003032311
SCm,SPFp,0.0047603826
SSp-bfd,RT,3.08831859429944e-05
SPVI,MD,0.0028487044
PG,RT,8.02485828791945e-05
AUDv,DP,0.0039034717
CA1,LA,0.0002472705
AV,AN,0.0017443877
CUN,NOD,7.0978525307936e-05
PGRNd,PFL,0.0133919575
RH,VISC,0.0015213905
MGv,CENT,0.0016885338
VPM,TRN,0.0122718802
SUBv,VTA,0.0005075809
CS,SPFm,0.0017538794
PL,STN,1.00248090753026e-05
DN,AIp,0.0082418315
VISam,ORBm,0.0009635992
VISC,SSp-ll,0.0011347469
PVH,AHN,0.1707427081
SSp-n,ICd,0.0001770373
VISp,MPN,5.54399220648683e-05
PGRNl,MOp,0.0006402658
SSp-tr,PVT,0.0002784394
RSPv,SSp-bfd,0.0002564531
AId,CP,1.7710043512
SPFp,RH,0.0377628822
RN,SPVO,0.1132397261
LD,PAR,0.0001865502
DN,RSPv,0.0075509893
CA3,SPIV,2.16673943876587e-05
RE,ENTl,0.8390566537
DG,PP,8.66476469664021e-05
ORBl,SOC,0.0026359739
GU,IRN,0.09224006
MPT,SSp-ll,0.0060174375
RM,TRN,0.2896567288
LHA,SPFm,0.0049101596
TU,SCs,0.0233961659
NOD,PARN,0.0684094474
MEPO,SPIV,3.1032e-05
MOs,POST,0.0022522722
EPv,VISpm,0.000263009
PYR,SOC,1.24950787985178e-06
SPVI,VISC,0.0001710872
AUDv,NDB,0.0008875378
NDB,RSPd,0.0228580701
SPA,PB,0.0025803232
LHA,IMD,0.0342051732
ACAd,PL,0.1817091704
GU,CS,0.0017323851
CA3,ORBm,0.0010142696
ORBl,LH,0.0019923977
MS,EPd,0.0077106722
ACB,TEa,4.34706145125231e-05
SUV,FL,0.0483876871
POST,MARN,0.014952132
MOs,AMB,0.0019678024
CLA,RE,0.252025976
SSp-ll,RCH,6.2369174297932e-05
ENTl,AON,0.0304685175
SIM,MOs,0.0009209923
MOB,PVp,0.0001116664
CA3,CA1,2.2682083122
AN,XII,8.96858497300136e-07
SSp-n,PG,0.000156849
POST,DMH,0.0006740509
CUL,SF,1.44211328974093e-06
SSp-ll,LRN,0.0094760051
GU,SSp-ll,0.00684273
VISal,ACAv,0.0167279616
MPT,MH,0.0031697129
VMH,SPVI,1.55693469702772e-05
AAA,CUN,0.0024665884
PF,AN,0.0012544582
IP,POL,0.0014585661
SUBd,CA2,0.0203678448
MM,MPT,0.0130040038
PTLp,ACAd,0.0393847514
TRN,MPT,0.0027142872
AIv,NI,0.0059537494
RE,TEa,0.0163709513
PAA,LSc,0.0040049219
CUL,MOp,0.0001903524
CS,PVH,0.0019207442
PSV,VPL,0.1272111498
VISam,RSPagl,0.0982273146
LPO,AMv,0.0007695253
CP,CUN,4.218e-06
OT,CLI,0.0010399311
DCO,MDRNd,0.01024167
NI,LSc,0.0197557272
MPT,AD,0.1331687149
IA,SSp-bfd,0.0234858627
PERI,SPVO,0.0042019285
AMd,CUN,0.0001603381
SCm,NOD,5.5538e-05
ENTl,LSv,1.81413391239487e-05
SSp-bfd,MARN,0.0177234041
RE,IA,0.0081090657
SSp-ul,VISC,0.0291709244
SSp-n,LSr,0.0127092027
AUDv,PH,0.0097923179
NTS,SOC,0.0232689497
ILA,LPO,0.0128651405
MOp,SPVO,0.0199997304
VISpl,MGv,4.44247805160652e-06
SPIV,MDRNv,0.0444826801
NOD,TEa,0.0007932881
TRN,VTA,0.0388203181
TU,SUV,0.0005198395
STN,SPFp,0.0211981119
NTS,MOp,0.0089608275
PCG,LPO,0.0085649369
MS,MPN,0.0348328953
PCG,SPA,0.0092959544
SIM,AMB,2.38447617089386e-05
TU,RCH,0.2302862966
TU,SCm,0.8990896751
VISal,COAp,7.55814914323154e-06
FRP,POL,0.0033395974
PPN,VM,0.0009245371
ACB,RE,0.0025895391
VISl,CA1,0.0174763568
DMH,CUN,0.016904052
AUDd,PRM,0.0003554246
CLI,LHA,7.2959893764
AUDd,STN,3.572e-06
ENTm,ORBvl,0.0013283908
PAR,NI,1.7783191077403e-07
PTLp,RSPv,0.0895976367
MEA,AMv,6.14446004759253e-06
NI,SSp-n,0.0019520465
PT,NOT,0.0052812891
SPVC,ICc,0.0011157436
MDRNv,VMH,0.0010087525
PRP,RM,0.0071493839
RM,AId,0.0041865175
DN,COAa,0.0017125353
VPM,SPVI,0.0008752933
CEA,CLA,0.0055372636
MOB,RE,0.0006694504
MOB,RSPv,0.0001574428
MOs,SIM,3.71093479936877e-05
LAV,SSp-tr,0.0012020509
MEA,OT,0.0486741228
DN,ENTm,0.0014362564
GPi,CM,0.3337412043
BLA,VMH,0.0016413928
IA,VCO,0.0009041941
NLL,NLL,0.2050554745
CUN,POL,0.0138499402
PRM,FRP,1.54233418891288e-05
MOp,DR,0.0038100885
VISal,RCH,0.00018841
NPC,VPL,0.0055384891
MDRNv,AIv,0.0001007955
POST,RH,0.0138717566
LRN,RR,0.0232253519
STN,NPC,0.0535059895
NOD,ACAv,0.0061006212
ILA,AN,0.0013101259
PL,CLA,0.2237460764
LD,FL,0.0012674111
AUDd,MPO,1.67526145258374e-06
PGRNl,OT,0.0002315717
DP,ACAv,0.039745374
SPA,SPFp,0.0155777284
MEA,MARN,0.000659362
AN,ENTl,0.0006514102
SIM,PVpo,7.711e-06
XII,PRE,0.0004909834
PGRNl,SBPV,0.0040924484
ICc,LPO,2.55944618286047e-05
DP,MGm,7.93135054656454e-05
CENT,CENT,0.6336738402
MOs,VISal,0.0170459627
VISpm,SPFp,0.0083740791
PO,RH,0.0002333454
DP,COAp,0.000628221
XII,PVp,0.0018557069
DR,BMA,0.0023386908
ILA,CL,7.17274177114156e-05
PRNc,SPVC,0.0030649556
DCO,VISl,0.0001055906
PSV,GPe,0.0004767199
PGRNd,SSp-ll,0.0031929139
BLA,ENTl,0.0306387232
ORBl,PSV,0.001085681
SUBv,AD,0.0032991977
TEa,MGm,4.64545372456891e-06
PH,VM,0.0078426958
SUBv,TU,0.0028219043
DCO,XII,0.0051554712
MOs,LD,0.0007539017
NOT,VISC,0.0004179588
PB,SMT,0.0025152361
MA,MPO,0.0033557498
SSs,AV,8.68302809542303e-07
PVH,IRN,0.0032632386
PT,LGv,0.0132194606
PVH,NPC,0.0018518192
LD,AUDp,0.0002954856
DCO,PGRNd,0.0269337764
ICe,RH,0.0067965443
NOD,PL,0.0001010012
ICd,SUBv,2.50102984080531e-05
NDB,SNr,4.44886834855771e-05
PG,SIM,3.0989792845
VISam,CS,0.0014287246
LD,RSPv,0.0389815312
MOp,SCm,0.0250440421
PSV,SIM,0.0680984865
PYR,NLOT,0.0002373498
DN,SI,0.0012298508
TEa,COAp,0.0010777426
SSp-ul,CUL,6.1883401884561e-05
PPN,PP,0.0094817623
MEA,NTS,1.87577220484861e-05
ILA,BST,0.0102051398
LRN,SI,0.0241975218
PMd,TU,0.0662081988
SSp-m,AIp,0.0305351085
ECT,CA1,0.0365642343
MPO,TU,0.006408359
VPMpc,SSp-n,0.0012151325
ORBm,SPFm,0.0001997552
PL,PVT,0.0809002109
PAG,AMB,0.0003905337
MM,ENTm,0.0279483447
MRN,XII,0.001223822
RCH,NLOT,0.0061840246
VCO,FL,0.009278579
CL,CUL,0.0088021845
TEa,LAV,5.06068642368181e-06
PVT,PAA,0.0095474649
ACB,DN,8.58326446250631e-08
RN,GRN,0.3272448199
MEA,BMA,0.005955411
MEPO,LP,0.0001477738
CP,IPN,0.0002438338
VPM,PO,0.0049805029
LP,ILA,0.003140155
RR,MGm,0.0033046606
SPVC,COAp,0.0006734943
COAp,VCO,6.55820217390897e-06
ENTl,LAV,6.87074992772804e-06
RSPv,TEa,7.86539372620884e-05
VPMpc,CENT,0.0011084913
ORBvl,NI,0.012433563
FN,NOD,0.0051698904
PL,SPIV,0.0005585733
IA,OT,0.6342869751
AHN,DMH,0.003703954
MOB,PVT,0.0017427244
VISp,ICd,3.3791183511532e-05
CL,IO,0.0019928048
PRNc,ACAd,0.0003296776
SSp-m,SUT,0.0008766313
ENTl,SI,0.0366375772
PTLp,LPO,0.0003086083
MOp,LSr,0.0036988497
LGd,LGd,0.0518127898
AUDv,ENTl,0.1087780431
PT,DCO,0.0001335981
CUL,DCO,0.0001830879
AIv,SPA,0.0303034728
STN,COAa,0.0003649116
BST,SUT,5.33038600561513e-05
PPN,PAG,0.0633856747
AUDd,DG,0.0020979615
SSp-n,NOD,0.0001743509
